_id,LOGRADOURO,ZONA,SITUACFISI,DATA,TELEFONE,GEOCODIGO,FONTE,ADMINISTRA,NUMERO,OPERACION,CLASSECNAE,MUNICIPIO,BAIRRO,NOMEABREV,SIGLAEXTEN,NOME,CEP,CODESCOLA,SITUACAO,ORIGEM,COORDX,COORDY,Id
494,Rua Joaquim Batista de Souza,Urbana,"",Set/2010,(27) 3758-1422,3203304,IJSN,Estadual,s/n,Sim,Fundamental e Médio,Mantenópolis,Centro,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Job Pimentel,29770-000,32004303,EM ATIVIDADE,"","-41,1195378369928","-18,8599357014363",659
495,Rua Valdevino Pereira de Souza,Urbana,"",Out/2010,(27) 3758-1910,3203304,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Mantenópolis,Cidade Nova,EM,Escola Municipal,EM Eliezer Eduardo Ribeiro,29770-000,32069227,EM ATIVIDADE,"","-41,1183195073576","-18,858785538385",661
496,"",Rural,"",Out/2010,(27) 3769-1770,3203056,IJSN,Municipal,s/n,Sim,Fundamental,Jaguaré,Comunidade Japira,EPM,Escola Pluridocente Municipal,EPM Japira,29950-000,32016735,EM ATIVIDADE,"","-40,0393101954095","-18,9546588362675",662
497,Rua Cariacica,Urbana,"",Out/2010,(27) 3752-3729,3203908,IJSN,Municipal,325,Sim,Fundamental,Nova Venécia,Centro,EMEF,Escola Municipal de Ensino Fundamental,EMEF Professora Maria Rodrigues Leite,29830-000,32006322,EM ATIVIDADE,"","-40,4035491176725","-18,7098752273919",663
498,Avenida Mateus Toscano,Urbana,"",Out/2010,(27) 3752-2845,3203908,IJSN,Municipal,363,Sim,Fundamental,Nova Venécia,Municipal I,EMEF,Escola Municipal de Ensino Fundamental,EMEF Doutor Adalto Santos,29830-000,32006241,EM ATIVIDADE,"","-40,3992289525023","-18,7136233704607",664
499,Rodovia BR 101 Km 93,Urbana,"",Out/2010,(27) 9932-6352 / 3769-3232,3203056,IJSN,Municipal,s/n,Sim,Fundamental,Jaguaré,Comunidade Água Limpa,EMEF,Escola Municipal de Ensino Fundamental,EMEF Orélio Caliman,29950-000,32017081,EM ATIVIDADE,"","-39,9748110470681","-18,9340850794424",679
500,Rua José Fontani,Urbana,"",Out/2010,(27) 9981-3970,3203056,IJSN,Municipal,s/n,Sim,Infantil,Jaguaré,Comunidade Água Limpa,CEIM,Centro de Educação Infantil Municipal,CEIM Água Limpa,29950-000,32017189,EM ATIVIDADE,"","-39,9728812876018","-18,9369065936907",680
501,Rodovia Miguel Curry Carneiro,Rural,"",Nov/2010,(27) 3767-8887,3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Quilômetro Quatorze,EPM,Escola Pluridocente Municipal,EPM Militino Carrafa,29930-000,32017855,EM ATIVIDADE,"","-39,9668772051122","-18,7022924383595",681
502,"",Rural,"",Out/2010,(27) 3769-1770,3203056,IJSN,Municipal,s/n,Sim,Fundamental,Jaguaré,Comunidade Córrego Menezes,EUM,Escola Unidocente Municipal,EUM Córrego Menezes,29950-000,32017138,EM ATIVIDADE,"","-39,9666225184663","-18,9958714412761",682
503,Rodovia Miguel Curry Carneiro BR 381,Rural,"",Nov/2010,(27) 3771-9031,3204906,IJSN,Municipal,Km 28,Sim,Fundamental,São Mateus,Comunidade Santa Leocádia,EMEF,Escola Municipal de Ensino Fundamental,EMEF Córrego do Milanez,29930-000,32073216,EM ATIVIDADE,"","-40,0373014140523","-18,7030162525293",683
504,"",Rural,"",Out/2010,"",3203056,IJSN,Municipal,s/n,Sim,Fundamental,Jaguaré,Comunidade Bom Jesus,EUM,Escola Unidocente Municipal,EUM Córrego da Areia,29950-000,32016840,EM ATIVIDADE,"","-40,0354323285744","-18,8097678037551",684
505,Rua João Justino Correia,Urbana,"",Out/2010,(27) 3727-2631,3204708,IJSN,Municipal,42,Sim,Fundamental,São Gabriel da Palha,Cachoeira da Onça,EMEF,Escola Municipal de Ensino Fundamental,EMEF Bertolo Malacarne,29780-000,32007795,EM ATIVIDADE,"","-40,5416823508126","-19,0408709577015",685
506,Rua Adailton Fontes,Urbana,"",Out/2010,"",3204708,IJSN,Municipal,346,Sim,Infantil,São Gabriel da Palha,Cachoeira da Onça,CMEI,Centro Municipal de Educação Infantil,CMEI Pequeno Príncipe,29780-000,32096607,EM ATIVIDADE,"","-40,5420807063562","-19,040843741443",686
507,Avenida do Sol,Urbana,"",Out/2010,(27) 3274-5113,3203205,IJSN,Municipal,s/n,Sim,Infantil,Linhares,Pontal do Ipiranga,CEIM,Centro de Educação Infantil Municipal,CEIM Agostinho Rigoni,29900-000,32078862,EM ATIVIDADE,"","-39,7099833983696","-19,1926305604652",687
508,Avenida Uranio,Urbana,"",Out/2010,(27) 3274-5050 / 3274-5089,3203205,IJSN,Municipal,s/n,Sim,Fundamental,Linhares,Pontal do Ipiranga,EMEF,Escola Municipal de Ensino Fundamental,EMEF Manoel Martins,29916-560,32023618,EM ATIVIDADE,"","-39,7134076185766","-19,1904333511243",688
509,Rodovia BR 107,Rural,"",Nov/2010,(27) 3767-8887,3204906,IJSN,Municipal,s/n,Sim,Fundamental,São Mateus,Comunidade Suruaca,EUM,Escola Unidocente Municipal,EUM Fazenda Cedro,29930-000,32018479,PARALISADA,"","-39,829359894261","-19,0465208263949",689
510,"",Rural,"",Out/2010,(27) 3767-8523,3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Comunidade Campo Grande,EPM,Escola Pluridocente Municipal,EPM Campo Grande de Baixo,29930-000,32018800,EM ATIVIDADE,"","-39,7389243504115","-18,9963946878125",690
511,"",Rural,"",Out/2010,"",3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Comunidade Palmitinho,EUM,Escola Unidocente Municipal,EUM Sapucai II,29930-000,32068573,EM ATIVIDADE,"","-39,8797392156101","-18,9730238550006",691
512,Rodovia ES 429,Rural,"",Out/2010,"",3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Jaguaré,Comunidade Palmitinho,EMEIEF,Escola Municipal de Ensino Infantil e Fundamental,EMEIEF Palmitinho,29930-000,32018053,EM ATIVIDADE,"","-39,904459604403","-18,9577399169334",692
513,"",Rural,"",Out/2010,"",3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Comunidade Gameleira,EPM,Escola Pluridocente Municipal,EPM Enedino Monteiro,29930-000,32079494,EM ATIVIDADE,"","-39,746980947948","-18,9542501347686",693
514,Rua Principal,Urbana,"",Out/2010,(27) 3767-8523,3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Comunidade Ranchinho,EPM,Escola Pluridocente Municipal,EPM Alice Moreira Machado,29930-000,32018789,EM ATIVIDADE,"","-39,7442601542077","-18,947872618571",694
515,"",Urbana,"",Out/2010,(27) 9838-5989,3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Comunidade Barra Nova,EMEIEF,Escola Municipal de Ensino Infantil e Fundamental,EMEIEF Professora Maria Francisca Nunes Coutinho,29930-000,32018720,EM ATIVIDADE,"","-39,7786049106527","-18,9075628230387",695
516,Estrada Nativo de Barra Nova,Rural,"",Nov/2010,(27) 3767-8523,3204906,IJSN,Municipal,s/n,Sim,Fundamental,São Mateus,Comunidade São Miguel,EPM,Escola Pluridocente Municipal,EPM São Miguel,29930-000,32018886,EM ATIVIDADE,"","-39,7975266532739","-18,8116555177897",696
517,Rodovia BR 101 Km 23,Rural,"",Out/2010,(27) 3767-8523,3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Comunidade Espírito Santo,EPM,Escola Pluridocente Municipal,EPM Divino Espirito Santo,29930-000,32017910,EM ATIVIDADE,"","-39,9056367793591","-18,80586469249",697
518,Avenida Angelo Drago,Rural,"",Nov/2010,"",3203353,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Marilândia,Comunidade de Liberdade,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Alto Liberdade,29725-000,32012632,EM ATIVIDADE,"","-40,539776757186","-19,3648588566286",699
519,Córrego São Luís,Rural,"",Nov/2010,"",3204005,IJSN,Municipal,s/n,Sim,Fundamental,Pancas,Comunidade Barra do São Luís,EUMEF,Escola Unidocente Municipal de Ensino Fundamental,EUMEF São Lucas,29750-000,32013515,EM ATIVIDADE,"","-40,8193142142149","-19,231647129871",702
520,Rua Padre José de Anchieta,Rural,"",Nov/2010,"",3204005,IJSN,Municipal,s/n,Sim,Fundamental,Pancas,Nilton Sá,EPMEF,Escola Pluridocente Municipal de Ensino Fundamental,EPMEF Emílio Klug,29750-000,32013434,EM ATIVIDADE,"","-40,8382844794349","-19,2285127508248",703
521,Rua Adir da Silva,Urbana,"",Nov/2010,(27) 3726-1440,3204005,IJSN,Municipal,s/n,Sim,Infantil,Pancas,Centro,CEIM,Centro de Educação Infantil Municipal,CEIM Santa Luzia,29750-000,32013620,EM ATIVIDADE,"","-40,8534312794141","-19,2248678290622",704
522,Avenida Antonio Cabaune,Urbana,"",Nov/2010,(27) 3726-1550,3204005,IJSN,Privada,s/n,Sim,Infantil,Pancas,Centro,CEI,Centro de Educação Infantil,Centro de Educação Infantil Jericó,29750-000,32075090,EM ATIVIDADE,"","-40,8514372613144","-19,2243293241783",705
523,Rua Crisolita,Urbana,"",Nov/2010,(27) 3726-1466 / 3726-1142,3204005,IJSN,Municipal,300,Sim,Fundamental,Pancas,Vila Nova,EMEF,Escola Municipal de Ensino Fundamental,EMEF Oraide Gomes de Miranda,29750-000,32013256,EM ATIVIDADE,"","-40,8468342582462","-19,2226332342765",706
524,Rua Crisoberilo,Urbana,"",Nov/2010,(27) 3726-1232,3204005,IJSN,Municipal,s/n,Sim,Infantil,Pancas,Vila Nova,CEIM,Centro de Educação Infantil Municipal,CEIM Pequeno Principe,29750-000,32013612,EM ATIVIDADE,"","-40,8483341499922","-19,2223972660582",707
525,Avenida José Nunes Miranda,Urbana,"",Nov/2010,(27) 3726-1019 / 3726-1679,3204005,IJSN,Municipal,819,Sim,Fundamental,Pancas,Lírio dos Vales,EMEF,Escola Municipal de Ensino Fundamental,EMEF Henoc Pereira,29750-000,32013280,EM ATIVIDADE,"","-40,8539108574506","-19,2220290341989",708
526,"",Rural,"",Set/2010,"",3204658,IJSN,Municipal,s/n,Sim,Fundamental,São Domingos do Norte,Córrego Boa Esperança,EUM,Escola Unidocente Municipal,EUM Adventista Luis Ludtke,29745-000,32014414,EM ATIVIDADE,"","-40,5101356191431","-19,0772661146819",716
527,"",Rural,"",Set/2010,(27) 9969-2785,3204658,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Domingos do Norte,Comunidade Santo Antônio de Novo Brasil,EMEF,Escola Municipal de Ensino Fundamental,EMEF Patrimônio de Santo Antônio,29745-000,32014210,EM ATIVIDADE,"","-40,4197625921715","-19,0779671141464",717
528,"",Rural,"",Set/2010,"",3204658,IJSN,Municipal,s/n,Sim,Fundamental,São Domingos do Norte,Córrego Dumer,EUM,Escola Unidocente Municipal,EUM São Paulo da Cruz,29745-000,32012616,EM ATIVIDADE,"","-40,4655359926257","-19,0743566225488",719
529,"",Rural,"",Set/2010,"",3204658,IJSN,Municipal,s/n,Sim,Fundamental,São Domingos do Norte,Comunidade Catete,EUM,Escola Unidocente Municipal,EUM Manoel Rozindo da Silva,29745-000,32014481,EM ATIVIDADE,"","-40,5158932150878","-19,0598237786628",720
530,Córrego Prata,Rural,"",Nov/2010,"",3204005,IJSN,Municipal,s/n,Sim,Fundamental,Pancas,Comunidade Córrego Prata,EUMEF,Escola Unidocente Municipal de Ensino Fundamental,EUMEF Córrego da Prata,29750-000,32013175,EM ATIVIDADE,"","-40,8564895603201","-19,2449928338729",721
531,"",Rural,"",Out/2010,"",3204005,IJSN,Municipal,s/n,Sim,Fundamental,Pancas,Comunidade Sumidouro do Pancas,EUMEF,Escola Unidocente Municipal de Ensino Fundamental,EUMEF Barra do Icaraí,29752-000,32013973,EM ATIVIDADE,"","-40,8946486345061","-19,0606831421055",722
532,Rua Projetada,Urbana,"",Out/2010,"",3204906,IJSN,Municipal,s/n,Sim,Infantil,São Mateus,Liberdade,CEIM,Centro de Educação Infantil Municipal,CEIM Cláudia Scarinze,29930-000,32077548,EM ATIVIDADE,"","-39,815932391235","-18,7422830820962",723
533,Rua Montanha,Urbana,"",Out/2010,(27) 3761-3438 / 3761-1512,3204906,IJSN,Privada,219,Sim,Infantil e Fundamental,São Mateus,Guriri,CE,Centro Educacional,CE Crer e Ser,29930-000,32075260,EM ATIVIDADE,"","-39,7511029711952","-18,7402883288909",724
534,Rodovia Othovarino Duarte Santos,Urbana,"",Nov/2010,(27) 3767-8887,3204906,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,São Mateus,Rio Preto,EPM,Escola Pluridocente Municipal,EPM Rio Preto,29930-000,32018916,EM ATIVIDADE,"","-39,7937953257871","-18,736431353362",725
535,Avenida Homero Zordan,Urbana,"",Out/2010,(27) 3761-1914,3204906,IJSN,Municipal,400,Sim,Infantil,São Mateus,Guriri,CEIM,Centro de Educação Infantil Municipal,CEIM Ovelhinha,29930-000,32066732,EM ATIVIDADE,"","-39,7543657061286","-18,7365930006246",726
536,Estrada do Nativo,Urbana,"",Out/2010,(27) 3773-7771,3204906,IJSN,Municipal,s/n,Sim,Fundamental,São Mateus,Pedra D'Água,EMEF,Escola Municipal de Ensino Fundamental,EMEF Valério Coser,29930-000,32017898,EM ATIVIDADE,"","-39,8179000088714","-18,7346226506044",727
537,Avenida Sétima,Urbana,"",Out/2010,"",3204906,IJSN,Municipal,s/n,Sim,Fundamental,São Mateus,Guriri,EMEF,Escola Municipal de Ensino Fundamental,EMEF Professora Herineia Lima de Oliveira,29930-000,32017871,EM ATIVIDADE,"","-39,7584471552302","-18,7347659951572",728
538,Rua Ilha dos Uirapurus,Urbana,"",Out/2010,"",3204906,IJSN,Municipal,s/n,Sim,Infantil,São Mateus,Morada do Ribeirão,CEIM,Centro de Educação Infantil Municipal,CEIM Morada do Ribeirão,29936-340,32017618,EM ATIVIDADE,"","-39,8553568215275","-18,733777116229",729
539,Rua Pomar dos Colibris,Urbana,"",Out/2010,(27) 3763-5784,3204906,IJSN,Municipal,s/n,Sim,Fundamental,São Mateus,Morada do Ribeirão,EMEF,Escola Municipal de Ensino Fundamental,EMEF Maria Aparecida dos Santos Filadelfo,29936-340,32071523,EM ATIVIDADE,"","-39,854553126284","-18,7318934182521",730
540,Rua 6,Urbana,"",Out/2010,(27) 3767-1285,3204906,IJSN,Municipal,13,Sim,Infantil,São Mateus,Forno Velho,CEIM,Centro de Educação Infantil Municipal,CEIM Pequeno Príncipe,29930-000,32017650,EM ATIVIDADE,"","-39,8441736782758","-18,7313139117449",731
541,Rua 5,Urbana,"",Out/2010,"",3204906,IJSN,Municipal,s/n,Sim,Infantil,São Mateus,Forno Velho,CEIM,Centro de Educação Infantil Municipal,CEIM Sementinha,29937-450,32076061,EM ATIVIDADE,"","-39,8406590295053","-18,731168378114",732
542,Rua 5,Urbana,"",Out/2010,(27) 3763-5537,3204906,IJSN,Municipal,195,Sim,Fundamental,São Mateus,Forno Velho,EMEF,Escola Municipal de Ensino Fundamental,EMEF Doutor Arnóbio Alves de Holanda,29937-450,32018142,EM ATIVIDADE,"","-39,8416696348306","-18,7308411474254",733
543,Rua José Bonomo,Urbana,"",Out/2010,"",3204906,IJSN,Municipal,136,Sim,Infantil,São Mateus,Guriri,CEIM,Centro de Educação Infantil Municipal,CEIM Tesouro da Ilha,29930-000,32079508,EM ATIVIDADE,"","-39,7663962084299","-18,7303755403153",734
544,Avenida Ângelo Suzano,Urbana,"",Out/2010,(27) 3273-2320 / 3273-1046,3205010,IJSN,Municipal,801,Sim,Fundamental,Sooretama,Vale do Sol,EMEF,Escola Municipal de Ensino Fundamental,EMEF Professor Alberto Stange Júnior,29927-000,32023065,EM ATIVIDADE,"","-40,0947181028665","-19,1943148332674",735
545,Rua João Dalfior,Urbana,"",Set/2010,(27) 3744-5379,3202256,IJSN,Estadual,226,Sim,Fundamental e Médio,Governador Lindenberg,Centro,EEEFM,Escola Estadual de Ensino Fundamental e Médio,EEEFM Professor Santos Pinto,29720-000,32011717,EM ATIVIDADE,"","-40,4625913145046","-19,2527873177868",736
546,Rua Principal,Rural,"",Nov/2010,(27) 3724-1105,3203353,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Marilândia,Patrão Mor,EMEIEF,Escola Municipal de Ensino Infantil e Fundamental,EMEIEF Padre Luiz da Grã,29725-000,32012659,EM ATIVIDADE,"","-40,4633439669566","-19,4747259439538",737
547,Rua Florêncio Júlio,Urbana,"",Nov/2010,"",3202256,IJSN,Municipal,s/n,Sim,Infantil,Governador Lindenberg,Centro,CEIM,Centro de Educação Infantil Municipal,CEIM São José,29720-000,32011911,EM ATIVIDADE,"","-40,4609496433265","-19,2514907781482",738
548,"",Rural,"",Nov/2010,"",3203353,IJSN,Municipal,s/n,Sim,Fundamental,Marilândia,Córrego Sumidouro,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Córrego Sumidouro,29725-000,32012837,EM ATIVIDADE,"","-40,4581746356509","-19,4106036372111",739
549,"",Rural,"",Out/2010,"",3204708,IJSN,Estadual,s/n,Sim,Fundamental,São Gabriel da Palha,Comunidade Castelan,EEUEF,Escola Estadual Unidocente de Ensino Fundamental,EEUEF São Salvador,29780-000,32008112,EM ATIVIDADE,"","-40,4912275861448","-19,047348323157",740
550,"",Rural,"",Out/2010,"",3205176,IJSN,Municipal,s/n,Sim,Fundamental,Vila Valério,Córrego Boa Vista,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Córrego Boa Vista,29785-000,32008678,EM ATIVIDADE,"","-40,4297130719412","-19,0474329591796",741
551,Avenida Jorge Torres,Urbana,"",Set/2010,(27) 3265-6164,3204351,IJSN,Municipal,s/n,Sim,Fundamental,Rio Bananal,Distrito de São Jorge do Tiradentes,EMEF,Escola Municipal de Ensino Fundamental,EMEF Tiradentes,29920-000,32025688,EM ATIVIDADE,"","-40,3614493296635","-19,1212765290991",742
552,"",Rural,"",Out/2010,"",3205010,IJSN,Municipal,s/n,Sim,Infantil,Sooretama,Comunidade Chumbado,PEM,Pré Escola Municipal,PEM Girassol,29927-000,32064578,EM ATIVIDADE,"","-40,1917618530941","-19,1166560875218",743
553,"",Rural,"",Out/2010,(27) 3273-3003,3205010,IJSN,Municipal,s/n,Sim,Fundamental,Sooretama,Córrego Chumbado,EMEF,Escola Municipal de Ensino Fundamental,EMEF Chumbado,29927-000,32023022,EM ATIVIDADE,"","-40,1911235137916","-19,1166183912715",744
554,Córrego São José Pequeno,Rural,"",Nov/2010,"",3204005,IJSN,Municipal,s/n,Sim,Fundamental,Pancas,Comunidade São José Pequeno,EUMEF,Escola Unidocente Municipal de Ensino Fundamental,EUMEF Córrego São José Pequeno,29750-000,32013396,EM ATIVIDADE,"","-40,8254933205819","-19,2679387535929",756
555,Encruzilhada de Laginha,Rural,"",Nov/2010,"",3204005,IJSN,Municipal,s/n,Sim,Fundamental,Pancas,Comunidade Barra do São Pedro,EUMEF,Escola Unidocente Municipal de Ensino Fundamental,EUMEF Victor Corteletti,29750-000,32013590,EM ATIVIDADE,"","-40,7672891850598","-19,2459809135539",757
556,Rua Nova Venécia,Urbana,"",Out/2010,(27) 3761-1655,3204906,IJSN,Municipal,1203,Sim,Fundamental,São Mateus,Guriri,EMEF,Escola Municipal de Ensino Fundamental,EMEF Guriri,29930-000,32018711,EM ATIVIDADE,"","-39,7499990644273","-18,7429938389004",759
557,Avenida Vista Alegre,Urbana,"",Out/2010,"",3205010,IJSN,Municipal,419,Sim,Infantil,Sooretama,Centro,CEIM,Centro de Educação Infantil Municipal,CEIM Aurora Nunes de Oliveira,29927-000,32064551,EM ATIVIDADE,"","-40,0961251217408","-19,1898603738427",760
558,Córrego Santa Rita,Rural,"",Set/2010,(27) 3265-1176,3204351,IJSN,Municipal,s/n,Sim,Fundamental,Rio Bananal,Comunidade Santa Rita,ECREMEF,Escola Comunitária Rural Municipal de Ensino Fundamental,ECRMEF Santa Rita,29920-000,32102062,EM ATIVIDADE,"","-40,2812647813013","-19,1884766849424",761
559,Córrego Santa Rita,Rural,"",Set/2010,(27) 3265-1176,3204351,IJSN,Municipal,s/n,Sim,Infantil e Fundamental,Rio Bananal,Comunidade Córrego Santa Rita,EMEIPEF,Escola Municipal de Ensino Infantil Pluridocente e Ensino Fundamental,EMEIPEF Córrego Santa Rita,29920-000,32025050,EM ATIVIDADE,"","-40,2812536031127","-19,1884701391951",762
560,Avenida Vista Alegre,Urbana,"",Out/2010,(27) 3273-1270,3205010,IJSN,Municipal,1111,Sim,Fundamental,Sooretama,Salvador,EMEF,Escola Municipal de Ensino Fundamental,EMEF João Neves Pereira,29927-000,32071426,EM ATIVIDADE,"","-40,1112343841214","-19,1891138841295",763
561,Santa Emília,Rural,"",Set/2010,"",3204351,IJSN,Municipal,s/n,Sim,Fundamental,Rio Bananal,Comunidade Santa Emília,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Santa Emília,29920-000,32025602,EM ATIVIDADE,"","-40,2120524620581","-19,1843607666873",764
562,"",Rural,"",Out/2010,"",3205010,IJSN,Municipal,s/n,Não,Infantil,Sooretama,Comunidade Córrego da Água,PEM,Pré Escola Municipal,PEM Gente Miúda,29927-000,32023421,EM ATIVIDADE,"","-40,1305350355825","-19,1832861396979",765
563,"",Rural,"",Out/2010,"",3205010,IJSN,Estadual,s/n,Sim,Fundamental,Sooretama,Comunidade Córrego da Água,EEPEF,Escola Estadual Pluridocente de Ensino Fundamental,EEPEF Ovídio Carlos de Miranda Brito,29927-000,32022972,EM ATIVIDADE,"","-40,1304735175982","-19,1831806182596",766
564,Santo Izidoro,Rural,"",Set/2010,"",3204351,IJSN,Municipal,s/n,Sim,Fundamental,Rio Bananal,Comunidade Tiradentes,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Patrimônio do Tiradentes,29920-000,32025599,EM ATIVIDADE,"","-40,3928809851974","-19,1798233993717",767
565,Córrego São Paulo,Rural,"",Set/2010,"",3204351,IJSN,Municipal,s/n,Sim,Fundamental,Rio Bananal,Comunidade Córrego São Paulo,EMPEF,Escola Municipal Pluridocente de Ensino Fundamental,EMPEF Córrego São Paulo,29920-000,32025394,EM ATIVIDADE,"","-40,342730282234","-19,1760856679484",768
566,Córrego Beija-Flor,Rural,"",Set/2010,"",3204351,IJSN,Municipal,s/n,Não,Fundamental,Rio Bananal,Comunidade Córrego Beija-Flor,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Córrego Beija-Flor,29920-000,32025254,EXTINTA,"","-40,2660767128042","-19,1676731182819",769
567,"",Urbana,"",Out/2010,"",3205010,IJSN,Municipal,s/n,Sim,Fundamental,Sooretama,Comunidade Comendador Rafael,EMEF,Escola Municipal de Ensino Fundamental,EMEF Lagoa Juparanã,29927-000,32023057,EM ATIVIDADE,"","-40,1910744473916","-19,1661369512005",770
568,"",Urbana,"",Out/2010,"",3205010,IJSN,Municipal,s/n,Sim,Infantil,Sooretama,Comunidade Comendador Rafael,CEIM,Centro de Educação Infantil Municipal,CEIM Elenita Barbosa Gama,29927-000,32023383,EM ATIVIDADE,"","-40,1941948795149","-19,1647724518062",771
569,Rodovia BR 101 Km 7,Rural,"",Out/2010,"",3205010,IJSN,Estadual,s/n,Sim,Fundamental,Sooretama,Comunidade Córrego da Água,EEPEF,Escola Estadual Pluridocente de Ensino Fundamental,EEPEF Joeirana,29927-000,32023235,EM ATIVIDADE,"","-40,0847201275506","-19,1648181976409",772
570,Fazenda Boa Sorte,Rural,"",Set/2010,"",3204351,IJSN,Municipal,s/n,Sim,Fundamental,Rio Bananal,Fazenda Boa Sorte,EMUEF,Escola Municipal Unidocente de Ensino Fundamental,EMUEF Fazenda Boa Sorte,29920-000,32025424,EM ATIVIDADE,"","-40,2975298367788","-19,1626358318452",773
571,Fazenda Giubert,Rural,"",Set/2010,"",3204351,IJSN,Municipal,s/n,Sim,Infantil,Rio Bananal,Fazenda Irmãos Giubert,EMEI,Escola Municipal de Educação Infantil,EMEI Fazenda Irmãos Giuberti,29920-000,32025661,EM ATIVIDADE,"","-40,3408794132518","-19,1573951462103",774
